word,total_hits,title,year,genre,episode_title,season,episode,imdb_id,quote
dilatory,14,Othello,1996,"Drama, Romance",,,,tt0114057,And wit depends on dilatory time.
dilatory,14,For Life,2020,"Crime, Drama",Do Us Part,1,7,tt11374502,This is just another dilatory tactic
dilatory,14,Boston Legal,2005,"Comedy, Crime, Drama",The Black Widow,2,1,tt0530534,This is dilatory. That's what this is.
dilatory,14,Disjointed,2017,Comedy,Omega Strain,1,1,tt5950848,in helping victims of Dilatory Foodstuff Syndrome
dilatory,14,Disjointed,2018,Comedy,4/20 Fantasy,1,11,tt6725218,in helping victims of Dilatory Foodstuff Syndrome
ebullient,32,The Banger Sisters,2002,"Comedy, Drama",,,,tt0280460,Ebullient? | I feel so ebullient.
ebullient,32,The Fresh Prince of Bel-Air,1990,"Comedy, Family",Deck the Halls,1,15,tt0582961,EBULLIENT.
ebullient,32,The Simpsons,2006,"Animation, Comedy",My Fair Laddy,17,12,tt0773649,I'm ebullient!
ebullient,32,Two and a Half Men,2007,"Comedy, Romance",Mr. McGlue's Feedbag,4,22,tt1022141,I'm ebullient.
ebullient,32,My Deer Friend Nokotan,2024,"Animation, Comedy",Bashame Enrolls,1,3,tt32879931,[(nun)] [Ebullient] | [(nun! nun!)] [(Energize! Ebullient!)]
ebullient,32,Wanderlust,2018,Drama,Episode 3,1,3,tt8076416,<i>Ebullient.</i>
ebullient,32,Mne dvadtsat let,1965,Drama,,,,tt0058361,"The ebullient, the powerful,"
ebullient,32,CSI: Crime Scene Investigation,2004,"Crime, Drama, Mystery",Bad Words,4,19,tt0534647,"I'm ebullient, you know."
ebullient,32,Burn After Reading,2008,"Comedy, Crime, Drama",,,,tt0887883,"Always up, always ebullient."
ebullient,32,Flipside,2024,Documentary,,,,tt28575316,Louie was very ebullient.
ebullient,32,Abducted in Plain Sight,2019,"Documentary, Crime",,,,tt3444312,<i>ebullient personality</i>
grievance,417,Big Mouth,2017,"Animation, Comedy, Romance",I Survived Jessi's Bat Mitzvah,1,9,tt7234634,Grievance
grievance,417,Sessions: Draymond Green,2022,Documentary,,,,tt21044884,"AND I WROTE GRIEVANCE AFTER GRIEVANCE,"
grievance,417,With You,2024,"Drama, Romance",,,,tt33354043,"to airing a grievance, but the grievance itself"
grievance,417,Manhunt,2017,"Biography, Crime, Drama",Ted,1,6,tt6528822,"to airing a grievance, but the grievance itself"
grievance,417,Counsellor at Law,1933,Drama,,,,tt0023911,"the grievance committee, | Ain't he on the grievance committee"
grievance,417,The Long Way Home,1998,"Adventure, Drama, Family",,,,tt0143436,"grievance, you know."
grievance,417,Yeh Lamhe Judaai Ke,2004,"Romance, Drama, Mystery",,,,tt0385351,without any grievance...
grievance,417,Alfred Hitchcock Presents,1959,"Mystery, Drama, Crime",Touché,4,35,tt0508359,grievance against Baxter?
grievance,417,Sports Night,1999,"Comedy, Drama",Dana and the Deep Blue Sea,1,15,tt0707424,A grievance hotline?
grievance,417,The Simpsons,2007,"Animation, Short, Comedy",Crook and Ladder,18,19,tt1017618,Zombie file grievance.
grievance,417,Tolo Tolo,2020,"Comedy, Family",,,,tt10413566,"What's a grievance? | You won't file a grievance against your boss, will you?"
lassitude,15,Sada,1998,Drama,,,,tt0144589,"""Lassitude""? | dreams of death in lassitude."""
lassitude,15,The Flintstones,1963,"Animation, Adventure, Comedy","Wilma, the Maid",3,17,tt0580295,"Lassitude? | ""General lassitude, | Just that old devil lassitude acting up again."
lassitude,15,Eliza Graves,2014,"Drama, Horror, Thriller",,,,tt1772264,Lassitude?
lassitude,15,All in the Family,1974,Comedy,Archie Eats and Runs,4,21,tt0509793,Any lassitude?
lassitude,15,The Plague of the Zombies,1966,Horror,,,,tt0060841,"“Lassitude, no will to live...”"
lassitude,15,The Old Country Where Rimbaud Died,1977,Drama,,,,tt0202062,"her lassitude, the amorous dynamic."
lassitude,15,Éloge de l'amour,2001,Drama,,,,tt0181912,"Every desire must meet its lassitude,"
lassitude,15,Penny Dreadful,2014,"Drama, Fantasy, Horror",Possession,1,7,tt2991764,"The lassitude of the perfect woman,"
lassitude,15,True Believer,1989,"Crime, Drama",,,,tt0098524,I suspect sloth is the culprit. Lassitude.
lassitude,15,Space: 1999,1976,"Adventure, Drama, Sci-Fi",The Beta Cloud,2,16,tt0706337,"Suddenly, lassitude, depression and loss of will"
lassitude,15,All That Money Can Buy,1941,"Drama, Fantasy, Romance",,,,tt0033532,But a kind of a - an overpowering lassitude.
mellifluous,38,Exhuma,2024,"Mystery, Horror, Thriller",,,,tt27802490,Mellifluous.
mellifluous,38,Seinfeld,1992,Comedy,The Fix-Up,3,16,tt0697698,It's mellifluous.
mellifluous,38,The Durrells,2018,"Biography, Comedy, Drama",Episode #3.4,3,4,tt7395302,Mellifluous arse.
mellifluous,38,Buddy Goes West,1981,"Comedy, Western",,,,tt0082835,A bit mellifluous.
mellifluous,38,Argonauts,1971,"Animation, Adventure, Fantasy",,,,tt0369245,The mellifluous Orpheus
mellifluous,38,L.A.'s Finest,2019,"Action, Comedy, Crime",Pilot,1,1,tt8498552,- Mellifluous. - Spell that.
mellifluous,38,"Hallelujah, I'm a Bum",1933,"Music, Romance",,,,tt0024083,"THAT SURE AM MELLIFLUOUS. | MAY BE MELLIFLUOUS, BUT IT AIN'T TRUE."
mellifluous,38,The Lorax,1972,"Animation, Short, Drama, Family, Fantasy, Musical",,,,tt0213065,"- Oh, these succulent - Mellifluous"
mellifluous,38,The Sopranos,2007,"Crime, Drama",Stage 5,6,14,tt0979771,"This mellifluous box-- ribbons.ent,"
mellifluous,38,The Big Bang Theory,2010,"Comedy, Romance",The Desperation Emanation,4,5,tt1632242,What a mellifluous word. | Agreed. And we'll use mellifluous tomorrow.
mellifluous,38,Never Been Kissed,1999,"Comedy, Drama, Romance",,,,tt0151738,"""His voice is so mellifluous."
phonograph,273,Lilies of the Field,1963,Drama,,,,tt0057251,- Phonograph. - Phonograph. | Grammophon. Phonograph! | Phonograph record. | Phonograph record! | Phonograph record is black. | Phonograph record is black?
phonograph,273,Family Guy,2016,"Animation, Comedy",Underage Peter,14,14,tt4863498,It's a phonograph... Phonograph!
phonograph,273,The Exorcist,1973,Horror,,,,tt0070047,Phonograph.
phonograph,273,Amarcord,1974,"Comedy, Drama",,,,tt0071129,Phonograph? | There's a phonograph up above. | And you know nothing about the phonograph either?
phonograph,273,Perry Mason,1959,"Crime, Drama, Mystery",The Case of Paul Drake's Dilemma,3,6,tt0673172,"Phonograph? | on the phonograph, naturally. | you must have taken note of the phonograph record. | I didn't hear the phonograph from right outside the door."
phonograph,273,Sweet Adeline,1934,"Romance, Music",,,,tt0025850,"The phonograph. | - Phonograph. - Yes, my dear."
phonograph,273,Between Two Worlds,1944,"Mystery, Drama, Fantasy",,,,tt0036641,THE PHONOGRAPH.
phonograph,273,Story of G.I. Joe,1945,"Biography, Drama, War",,,,tt0038120,"A PHONOGRAPH. | A PHONOGRAPH. | AH, WHO'S GOT A PHONOGRAPH AROUND HERE? | ANYBODY KNOW WHERE I CAN FIND A PHONOGRAPH? | I TOLD YOU YOU SHOULD'VE BROUGHT A PHONOGRAPH. | ANY OF YOU DOG-FACES KNOW ANYTHING ABOUT A PHONOGRAPH?"
phonograph,273,Pennies from Heaven,1982,"Drama, Musical, Romance",,,,tt0082894,Phonograph records.
phonograph,273,M*A*S*H,1979,"War & Politics, Drama, Comedy",Inga,7,16,tt0638338,(phonograph off) | (phonograph needle scratching)
phonograph,273,Heartland,2021,"Drama, Family",Keep Me in Your Heart,14,1,tt13334006,(Phonograph clicks)
delimit,4,Love of May,2004,"Romance, Comedy",,,,tt0464758,Rides the bicycle to delimit the snowy area sound
delimit,4,The Boss,2024,"Comedy, Drama",Eliseo Versus the Argentine State,3,7,tt29256932,"As we see it, the fairest thing would be to delimit"
delimit,4,A Tale of Springtime,1990,"Comedy, Drama, Romance",,,,tt0097106,"...which was to delimit a space, forcing people to step around it..."
delimit,4,Idea di un'isola,1967,Documentary,,,,tt0210115,"<i>where to curb in the land, delimit fields, its oldest cities,</i>"
disdainful,48,Two English Girls,1971,"Drama, Romance",,,,tt0066989,"disdainful, insensitive..."
disdainful,48,While We're Young,2015,"Comedy, Drama, Mystery",,,,tt1791682,wistful and disdainful.
disdainful,48,The Nature of Love,2023,"Romance, Comedy, Drama",,,,tt22487338,"Why so disdainful? | ""Intellectually modest backgrounds""? And I'm disdainful?"
disdainful,48,A Midsummer Night's Dream,1999,"Fantasy, Comedy, Romance",,,,tt0140379,with a disdainful youth.
disdainful,48,Queen's Necklace,1946,"Drama, History",,,,tt0207295,"Others, that she's disdainful."
disdainful,48,A Guide to Love and Fighting Capitalism,2022,Documentary,,,,tt16374466,It was incredibly disdainful.
disdainful,48,NCIS: Los Angeles,2013,"Action, Crime, Drama",Wanted,4,17,tt2711284,Almost disdainful. Borderline supercilious.
disdainful,48,Gilmore Girls: A Year in the Life,2016,"Comedy, Drama",Fall,1,4,tt5447536,"Brown hair, disdainful voice?"
disdainful,48,War and Peace,1956,"Drama, Romance, War",,,,tt0049934,"- Do I look disdainful? - No! | - I'm sure I look disdainful. - What for? | If I look disdainful, nobody will notice this is my first ever ball."
disdainful,48,Are You Being Served?,1977,"Action, Adventure, Comedy",,,,tt0075696,Just look dignified and disdainful.
disdainful,48,La famiglia,1987,"Drama, Romance",,,,tt0093004,He behaves disdainful and superior.
glutton,341,Shopworn,1932,"Drama, Romance",,,,tt0023464,Glutton.
glutton,341,Fellini's Casanova,1977,"Biography, Drama, History",,,,tt0074291,"Glutton! | She is a drunkard, a glutton!"
glutton,341,Buffy the Vampire Slayer,1998,"Sci-Fi & Fantasy, Comedy, Drama, Action & Adventure",Band Candy,3,6,tt0533393,"""GLUTTON."""
glutton,341,Khaali Peeli,2020,"Action, Comedy, Romance",,,,tt10885444,Glutton!
glutton,341,Dante's Inferno: An Animated Epic,2010,"Action, Adventure, Animation, Horror",,,,tt1401113,Glutton.
glutton,341,Operation Romeo,2022,"Drama, Thriller",,,,tt18923048,Glutton!
glutton,341,"The Fruit of Evolution: Before I Knew It, My Life Had It Made",2023,"Animation, Comedy, Sci-Fi & Fantasy",Seiichi vs. Class F,2,3,tt26470397,Glutton.
glutton,341,Singh Is Bliing,2015,"Action, Comedy",,,,tt3696192,Glutton.
glutton,341,Little Things,2016,"Drama, Comedy",Episode 2,1,2,tt6968502,Glutton.
glutton,341,Kurangu Bommai,2017,"Crime, Drama, Thriller",,,,tt7257586,Glutton! | - You glutton! - Shut up oldie!
glutton,341,Na samote u lesa,1976,"Comedy, Drama, Family",,,,tt0074947,"Damned glutton! | - Damned glutton! She's greedy, the devil!"
hoopla,153,Popeye,1980,"Adventure, Comedy, Family",,,,tt0081353,"Hoopla, hoopla. | Hoop... hoop... hoopla!"
hoopla,153,Full House,1994,"Comedy, Drama, Family",Making Out Is Hard to Do,8,3,tt0584172,Hoopla? What hoopla? | has nothing to do with all the hoopla
hoopla,153,Madame Sousatzka,1988,"Drama, Music",,,,tt0095564,"Skip, skip,    hoopla, hoopla."
hoopla,153,Jubilee,1978,"Comedy, Drama, Fantasy",,,,tt0076240,Hoopla.
hoopla,153,Kids in America,2005,"Comedy, Drama",,,,tt0408961,"Hoopla. | Holiday Hoopla. | Holiday Hoopla ever. | Alright, Holiday Hoopla! | welcome to Holiday Hoopla, Booker High. | That suicide act on Holiday Hoopla only made people want to vomit."
hoopla,153,Ally McBeal,1997,"Comedy, Drama, Fantasy",The Attitude,1,7,tt0510346,"Hoopla? | You said bad things about Judaism. You called it ""hoopla."" | I don't care if you have some Jewish hoopla to back it up."
hoopla,153,The Rocky Horror Picture Show: Let's Do the Time Warp Again,2016,"Comedy, Horror, Musical, Thriller",,,,tt1267299,Hoopla.
hoopla,153,Top Gear,2021,"Talk, Action & Adventure, Reality, Comedy",Episode 2,31,2,tt16088288,Hoopla!
hoopla,153,"Old Fashion, New Life",2023,Documentary,,,,tt18329142,>> Hoopla. | join in the hoopla.
hoopla,153,The Great Celebrity Bake Off for Stand Up To Cancer,2022,Reality,"Matt Lucas, Annie Mac, Ed Gamble, Example",5,3,tt19538834,Hoopla!
hoopla,153,Shock Treatment,1981,"Comedy, Musical",,,,tt0083067,"Hoopla Denton! | Hoopla Bert! | Hoopla Denton! | Hoopla Bert! - Thank you, welcome. | Into that little black dress. -  Ah, hoopla. | Its for his own good. - Hoopla Janet! | Hoopla Bert!  Nice to see you up an about. Macs waiting in the wardrobe Janet. | Hoopla! Don't go away, we'll be right back to see if Brad and Janet want to play or pass."
x,10627,The Secret Lives of Mormon Wives,2024,Reality,The Book of Broken Vows,1,5,tt33049596,"X, X, X, X, X, X, X. | - There's more than an X. - Like, you're just crossing... | - You just make an X the whole time. - Oh, really?"
x,10627,Lakota Nation vs. United States,2022,"Documentary, History",,,,tt15468586,"X X X X X | X X X marks eight months, | X marks an agreement. | X marks the noun civilization, | X marks my bodily reaction... | X marks the swindling made possible | X marks English words that function | and 'X' marks my humble correction. | signs a document with an 'X'?"" | ""'X' marks the reason for silence, | X marks the heart of our treaty, | X marks the strange ways of time. | X marks a reminder I offer students | X marks the mandate to pledge themselves, | X marks the history of these schools | ""'X' marks a line I once wrote. | ""'X' marks the silence in our classroom | And another X marks this land as ours, | putting an X on a piece of paper, | ""'X' marks the question I ask my students. | X marks this contract in which the United States | X marks the verbose legal language used to distract | X marks the government's order to ensure the civilization | This X completes a formula with a dependable result. | basically put an X there in support of their peace treaty. | The people with the yellow index cards marked with an X,"
x,10627,Secret Admirer,1985,"Comedy, Romance",,,,tt0089981,"""X-X-X... | ""X-X-X."" | when ""x"" number of units are produced."
x,10627,This Girl's Life,2004,Drama,,,,tt0343095,"X, x, x."
x,10627,#Captured,2017,"Horror, Thriller",,,,tt6856592,X-X-X.
x,10627,Roll Bounce,2005,"Comedy, Drama, Family",,,,tt0403455,"<i>X, X, X, X, X.</i> | - X. - X. | - X, X, X... - Come on, man. | <i>X! Yo, X!</i> | <i>X, man. X.</i> | - X. X! - The dude is bad. | Bye, X. | - Nah. - X. | - You gonna mess up our- - X. X. | - Hey, X. - Hi. | Hey, X! Hey! | Get him, X! | Oh, okay. I'm X. | - Wake up, man. - X! | Daddy! X is late again! | X, stop bein' a little punk, man. | - I'll see you later, X. - All right. | Yes. Um, X is my son, Xavier. | X, this is definitely your pop's car. | Oh, my gosh. X, are you okay? | 'Sup, X? And how'd you get in, Jaws? | saying she went skating with an- an X? | But I've seen X do all those moves. | - 'Cause it's funny, yuck mouth. - <i>Yo, X.</i> | - Hey, you guys, have you seen X anywhere? - No. | - Nasty. - <i>So, X, man, you comin' or what?</i> | For real, X, man. It's time to chuck them bad boys. | - What? - X, we just got here, man. What are you talkin' about? | - X, can I play? - No. Go play with your Barbies or something. | Hey, X. Do me a favor. Open this for me, would you? | - Dang, they're too far ahead. - All right, X man. Cut through the middle. | - <i>What is wrong with him?</i> - Whatever. Hey, yo, X, lace up. | Why not, X? You're afraid you can't compete with those North Side boys, huh? | X just doesn't wanna run into that ug mug he took to the movies last time. | See that, X? Chicks only go for the athletes or the pretty boys with good hair. | - <i>Yeah, but I wonder</i> <i>what they're gonna build there. </i> - <i>Come on now, X.</i>"
x,10627,Penn & Teller: Fool Us,2023,"Comedy, Talk",Tic Tac Time Travel,9,9,tt26423972,"X, X, X, X, X, O, O. | - X. - An X here. | We have an X, we have an X. | We have an X, we have an X. | an X here. | We an X here, | We have an X here. | We have an X, or we have an O? - I hope an X. | and we have an X here. | And we have an X here, | - All right, we have an X here. | And we have an X here. - Whoo. | which have randomly X and Os on it. | We have an X here. Wow, that's amazing. | We have an X here, and we have... | you have a choice between being X or O. | and let's see whether we have an X or O here. | Then you put an X there, and it is a tie game. | And do we have an X, an O? What do you think? | And we think you also had that choice between being X and O."
x,10627,The Wonder Years,1990,"Comedy, Drama, Family, Romance",Goodbye,3,20,tt0750313,"- X x Y = Y x X. | - MINUS X + 2Y... | -NO, JUST ""X."""
x,10627,Last Man Standing,2018,Comedy,HR's Rough n' Stuff,7,8,tt9154344,"So... X, X, X. | Uh, ""X."" | ""X"" marks the dummy."
x,10627,Miss Marple: Sleeping Murder,1987,"Crime, Drama, Mystery",,,,tt0091970,"- ""X""? - ""X""? | There's always ""X"". | <i>'There's always ""X"", the unknown factor.</i>"
x,10627,CSI: Miami,2004,"Action, Crime, Drama",Complications,2,11,tt0534782,"X, X."
phobia,505,9-1-1,2022,"Drama, Crime, Action & Adventure",Fear-O-Phobia,5,13,tt18329812,Phobia.
phobia,505,Cheeni 2,2023,"Drama, Comedy",,,,tt27191961,Phobia.
phobia,505,Tarek's Situation,2006,"Comedy, Romance",,,,tt0830700,- l have a phobia - Phobia? | - Mr. phobia is coming - Hold on a second
phobia,505,Disco Dancer,1982,Drama,,,,tt0208903,- He has guitar phobia. - Guitar phobia?
phobia,505,Love Lessons,1996,"Drama, Romance, War",,,,tt0113720,- Claustro... - Phobia.
phobia,505,Watching the Detectives,2007,"Comedy, Romance",,,,tt0472205,Bore-phobia? | Bore-phobia. | It's called bore-phobia.
phobia,505,Dark Matter,2024,"Sci-Fi & Fantasy, Drama",Superposition,1,6,tt21306720,Obsession phobia. | Trauma therapy. Phobia therapy.
phobia,505,Jessie,2013,"Comedy, Family",Punched Dumped Love,2,19,tt2582630,rabbit phobia!
phobia,505,12 Monkeys,2018,"Sci-Fi & Fantasy, Drama",Die Glocke,4,6,tt7103416,Nazi-phobia.
phobia,505,The Sound of Silence,2019,Drama,,,,tt9352926,"<i>- That's Landon's latest phobia. - Phobia?</i> | It's not a phobia, it's a safeguard."
phobia,505,My Big Fat Greek Wedding,2002,"Comedy, Drama, Romance",,,,tt0259446,"and ""phobia"" is a phobia, it means ""fear."""
plasticity,30,Dust,2005,"Comedy, Drama, Science Fiction",,,,tt0466103,Astonishing plasticity | - What plasticity? - Astonishing
plasticity,30,The In-Laws,1979,"Action, Adventure, Comedy",,,,tt0079336,"Note the plasticity,"
plasticity,30,Senseless,1998,"Comedy, Romance",,,,tt0120820,The neural plasticity...
plasticity,30,Ghost Doctor,2022,"Comedy, Drama, Sci-Fi & Fantasy",What It Means to Save Someone’s Life,1,7,tt18257384,Plasticity is easy.
plasticity,30,SEAL Team,2022,"Action & Adventure, Drama, War & Politics",Thunderstruck,6,5,tt21849696,for brain plasticity.
plasticity,30,The Blacklist,2018,"Crime, Drama, Mystery",Lawrence Dane Devlin (No. 26),5,21,tt8213662,improved cerebral plasticity
plasticity,30,Manhandled,1924,"Comedy, Drama",,,,tt0015116,Pure plasticity is bosh! | Pure plasticity is my ultimate aim.
plasticity,30,All These Women,1964,Comedy,,,,tt0058124,Such plasticity of detail
plasticity,30,Clodia - Fragmenta,1982,N/A,,,,tt0204971,"This extreme, controlling plasticity"
plasticity,30,Experimenter,2015,"Biography, Drama, History",,,,tt3726704,plasticity of human nature.
plasticity,30,Grimm,2017,"Crime, Drama, Fantasy",The Son Also Rises,6,8,tt5858470,"Yeah, phenotypic plasticity traits | specifically dealing with phenotypic plasticity traits | that deals with phenotypic plasticity traits"
podium,761,My Name Is Bill W.,1989,Drama,,,,tt0097939,[Raps podium]
podium,761,Spooks,2003,"Drama, Action & Adventure, Crime",Without Incident,2,6,tt0707353,Presidential podium.
podium,761,Psych,2010,"Comedy, Crime, Mystery",Think Tank,4,14,tt1539438,The podium. | Is that you will take the podium at 7:20 p.M.
podium,761,NCIS: Los Angeles,2022,"Action & Adventure, Drama, Crime, Mystery",Perception,13,15,tt18937836,A podium.
podium,761,Tom Sawyer,1917,"Comedy, Adventure, Family",,,,tt0008687,"toward the podium,"
podium,761,The Cat Concerto,1947,"Animation, Short, Comedy",,,,tt0039251,[CONDUCTOR RAPS PODIUM]
podium,761,Asterix at the Olympic Games,2008,"Fantasy, Adventure, Comedy, Family",,,,tt0463872,The podium... us...
podium,761,The Wire,2004,"Crime, Drama, Thriller",Dead Soldiers,3,3,tt0749426,Take the podium.
podium,761,The West Wing,2006,Drama,Tomorrow,7,22,tt0771576,on the podium. | you to the podium. | See you on the podium. | will then be escorted to the podium
podium,761,Disco,2008,"Comedy, Music",,,,tt0953369,on the podium.
podium,761,Federica Pellegrini - Underwater,2022,Documentary,,,,tt17055226,"Off the podium. | who wanted a podium, but wanted gold. | It is the sixth consecutive time on a world championship podium. | Eight times in a row on the podium of the world championship, in the same race."
publicize,188,Devadas,2018,"Action, Comedy, Drama",,,,tt8661814,Let's publicize.
publicize,188,As Luck Would Have It,2002,"Comedy, TV Movie",,,,tt0382069,want to publicize. | I don't intend to publicize it.
publicize,188,The Jinglebell Jubilee,2023,"Comedy, Romance, TV Movie",,,,tt28976068,to publicize this.
publicize,188,The Hunter's Diary,1964,Thriller,,,,tt0203083,but won't publicize it.
publicize,188,The 11 Commandments,2004,Comedy,,,,tt0386695,To publicize my meeting.
publicize,188,Pudhu Pettai,2006,"Action, Crime, Drama",,,,tt0459516,"""In ignorance lips publicize"""
publicize,188,Pokémon: Lucario and the Mystery of Mew,2006,"Animation, Action, Adventure",,,,tt0875609,You won't publicize it?
publicize,188,3 Idiots,2009,"Comedy, Drama",,,,tt1187043,Why publicize someone's flaws?
publicize,188,Muhammad Ali,2021,Documentary,Round One: The Greatest (1942-1964),1,1,tt15483340,to publicize the fight.
publicize,188,De Verraders,2022,"Reality, Mystery",Episode 7,1,7,tt18115552,to publicize our pact .
publicize,188,DEAW #13 Udom Taephanich Stand Up Comedy Show,2022,Comedy,,,,tt22055118,publicize your qualifications truthfully.
rebellious,855,Criminal Minds,2014,"Crime, Drama, Mystery",Boxed In,10,5,tt4034202,"Rebellious student, rebellious kid."
rebellious,855,Crisis in Six Scenes,2016,Comedy,Episode #1.2,1,2,tt4699516,She's rebellious. She's rebellious.
rebellious,855,Te doy mis ojos,2003,"Adventure, Drama, Romance",,,,tt0350193,"rebellious,"
rebellious,855,Days of Happiness,2023,"Music, Drama",,,,tt19860724,"Rebellious? | Next time, you should do something rebellious."
rebellious,855,The Experts,2024,"Action, Crime, Thriller",,,,tt27162200,...rebellious?
rebellious,855,Letterkenny,2018,Comedy,The City,6,3,tt9499944,Rebellious.
rebellious,855,The Killer Is Loose,1956,"Crime, Drama, Film-Noir",,,,tt0049405,frequently rebellious.
rebellious,855,The Message,1977,"Biography, Drama, History",,,,tt0074896,"Rebellious, blasphemous"
rebellious,855,Deutschland im Herbst,1978,"Documentary, Drama",,,,tt0077427,"rebellious women ... | That rebellious woman,"
rebellious,855,Todo el poder,1999,"Crime, Comedy",,,,tt0208181,Rebellious brat!
rebellious,855,Maria Full of Grace,2004,"Drama, Thriller, Crime",,,,tt0390221,"Rebellious, then."
stilted,76,JAG,1999,"Action, Crime, Drama",Wilderness of Mirrors,4,21,tt0613416,That's stilted.
stilted,76,Resident Alien,2021,"Comedy, Drama, Mystery",Secrets,1,3,tt11757570,[stilted laugh] | [stilted chuckle] | [slow stilted chuckling] | - [Stilted laugh] - [Polite chuckle]
stilted,76,Love Gets a Room,2021,"Drama, Romance",,,,tt15444704,[Stilted laughter] | [Stilted laughter] | [Stilted laughter]
stilted,76,Big Tools For Deep Screwing,2012,N/A,,,,tt24667608,"( stilted delivery ) | ( stilted delivery ) OH, NO!"
stilted,76,The West Wing,2003,Drama,Jefferson Lives,5,3,tt0745645,was less stilted.
stilted,76,"Family Pride, Queer Aside",2024,N/A,,,,tt21318090,"(Stilted) ""Behaviours that"
stilted,76,Akoibon,2005,Comedy,,,,tt0416333,It's a stilted conversation.
stilted,76,RuPaul's Drag Race,2013,"Game-Show, Reality-TV",Countdown to the Crown,5,13,tt2854266,was a little stilted.
stilted,76,The Wife,2018,Drama,,,,tt3750872,your dialogue is stilted.
stilted,76,The Middle,2017,Comedy,Vive La Hecks,9,1,tt6571678,Our conversations are stilted.
stilted,76,Never Cry Wolf,1984,"Adventure, Drama",,,,tt0086005,<i>(plays stilted tune)</i>
tenacity,492,Sword of the Beast,1965,"Action, Drama",,,,tt0200768,Tenacity? | We differ less in ability than in tenacity.
tenacity,492,Palabras encadenadas,2003,"Crime, Drama, Thriller",,,,tt0339489,Tenacity.
tenacity,492,RuPaul's Drag Race,2021,"Game-Show, Reality-TV",Snatch Game,13,10,tt13807812,Tenacity.
tenacity,492,'Twas the Night Before Christmas,2022,"TV Movie, Comedy, Drama, Romance",,,,tt22307338,"Tenacity? | Alright, tenacity. | So we are gonna make the royal icing our tenacity."
tenacity,492,StartUp,2016,"Crime, Thriller",Bootstrapped,1,6,tt5718010,tenacity.
tenacity,492,Bad Blood,2017,"Crime, Drama",You Can Never Hold Back Spring,1,6,tt6458976,"tenacity,"
tenacity,492,Inheritance,2020,"Drama, Mystery, Thriller",,,,tt7923220,tenacity.
tenacity,492,Background to Danger,1943,"Drama, Thriller, War",,,,tt0035659,Extreme tenacity.
tenacity,492,Crashing,2007,"Comedy, Drama, Romance",,,,tt0475243,And tenacity.
tenacity,492,Como Caído Del Cielo,2019,"Comedy, Drama, Musical",,,,tt10946934,His tenacity.
tenacity,492,13 Assassins,1990,"Action, Drama, History, TV Movie",,,,tt16388706,Such tenacity...
trite,264,Love at first bite,2023,Comedy,,,,tt28456694,"Trite? Exactly, trite. | - The Polenta Bear was... - Trite. | It's a simple recipe more than trite."
trite,264,Reasonable Doubt,2022,Drama,Family Feud,1,2,tt18484516,Trite.
trite,264,The Final Conflict,1981,Horror,,,,tt0082377,"Trite, rhetorical,"
trite,264,Mimi wo sumaseba,1996,"Animation, Drama, Family",,,,tt0113824,It's trite.
