word,total_hits,title,year,genre,episode_title,season,episode,imdb_id,quote
ascertain,651,NCIS: New Orleans,2019,"Action & Adventure, Drama, Comedy",Spies and Lies,6,5,tt11062476,to ascertain that
ascertain,651,The Outreau Case: A French Nightmare,2024,"Documentary, Crime",Justice,1,4,tt31778536,hard to ascertain.
ascertain,651,Evil,2024,"Crime, Drama, Mystery",Fear of the Other,4,12,tt31920808,to ascertain competency.
ascertain,651,The Good Fight,2017,Drama,First Week,1,2,tt6196908,"is: ""Ascertain Guilt""."
ascertain,651,Dodsworth,1936,"Drama, Romance",,,,tt0027532,"""Using utmost discretion, ascertain"
ascertain,651,The Day Reagan Was Shot,2001,"Biography, Drama, History",,,,tt0271454,and ascertain the facts.
ascertain,651,The Perfume of the Lady in Black,2005,Comedy,,,,tt0385933,To ascertain which one
ascertain,651,Keeping Up Appearances,1991,Comedy,The Three Piece Suite,2,9,tt0619167,   I'M RINGING   TO ASCERTAIN
skim,552,Everybody Loves Raymond,1998,Comedy,No Fat,3,10,tt0574198,Skim!
skim,552,Northern Exposure,1993,"Comedy, Drama",The Big Feast,4,21,tt0662400,Skim!
skim,552,My Name Is Earl,2009,Comedy,Got the Babysitter Pregnant,4,14,tt1248715,Skim? | Skim milk?
skim,552,Cougar Town,2012,"Comedy, Romance",My Life/Your World: Part 1,3,14,tt2372801,Skim.
skim,552,Power,2018,"Crime, Drama",The Devil Inside,5,7,tt6020504,"Skim? | Oh, yeah? You gonna skim even more?"
skim,552,Nurse Betty,2000,"Comedy, Crime, Drama",,,,tt0171580,"SKIM, RIGHT ?"
skim,552,Through the Fire,1988,"Horror, Action",,,,tt0406799,"- Skim, Pete."
skim,552,Get Smart,1966,"Action, Adventure, Comedy",Ship of Spies: Part 1,1,27,tt0587557,OR SKIM? | ONLY DRINK SKIM.
skim,552,Roseanne,1991,"Comedy, Drama",Her Boyfriend's Back,3,20,tt0688800,SKIM MILK.
skim,552,Grown Ups,2010,Comedy,,,,tt1375670,Skim it
skim,552,Pink Lemonade,2022,"Comedy, Family, Romance",,,,tt23469776,"SKIM MILK,"
authenticity,797,Numb3rs,2006,"Crime, Drama, Mystery",Dark Matter,2,19,tt0786191,- For authenticity. - For authenticity? | - Authenticity. - It wasn't me!
authenticity,797,The House of Seven Corpses,1974,Horror,,,,tt0071627,Authenticity. | It'll give the picture a feeling of authenticity.
authenticity,797,"Mobutu, King of Zaire",1999,Documentary,,,,tt0206944,Authenticity... | Zaire... is authenticity.
authenticity,797,Slow Burn,2005,"Mystery, Crime, Drama, Thriller",,,,tt0376196,Authenticity.
authenticity,797,Solar Attack,2006,"Action, Sci-Fi, Thriller",,,,tt0457701,- Authenticity? | if and when we are convinced of the authenticity of this threat.
authenticity,797,Riverdale,2019,"Crime, Drama, Mystery",Chapter Sixty: Dog Day Afternoon,4,3,tt10884066,Authenticity.
authenticity,797,Supernatural,2011,"Drama, Fantasy, Horror",Frontierland,6,18,tt1627714,Authenticity! | Wow. Talk about authenticity.
authenticity,797,The Crazy Ones,2013,Comedy,Pilot,1,1,tt2925846,"Authenticity... | Hey, you know the authenticity pitch. | If you had just pitched them the authenticity campaign..."
authenticity,797,Holiday Crashers,2024,"TV Movie, Comedy, Romance",,,,tt32011999,Authenticity.
authenticity,797,Girl Meets World,2015,"Comedy, Drama, Family, Music",Girl Meets Master Plan,1,18,tt3486762,"""Authenticity!"" | -Authenticity? | of authenticity, | No, I said that authenticity | - You said that authenticity - was a very big deal to you?"
authenticity,797,Flesh and Bone,2015,Drama,Boogie Dark,1,4,tt3538948,authenticity.
ignite,839,Thorn,2023,Drama,,,,tt29281792,Ignite! Ignite! | Ignite!
ignite,839,Maleficent: Mistress of Evil,2019,"Adventure, Family, Fantasy",,,,tt4777008,- Ignite! - Ignite!
ignite,839,Gladiator,2000,"Action, Adventure, Drama",,,,tt0172495,"Ignite! | Archers, ignite!"
ignite,839,Farscape,2000,"Action, Adventure, Drama","Liars, Guns and Money: Part 2: With Friends Like These...",2,20,tt0578103,"Ignite? | Pilot, ignite the vapor. | After she has absorbed it into her body, you� you�ll be able to ignite it electrically."
ignite,839,Evangelion Shin Gekijôban: Kyu,2012,"Animation, Action, Drama",,,,tt0860907,Ignite!
ignite,839,Numb3rs,2008,"Crime, Drama, Mystery",Conspiracy Theory,5,9,tt1256347,Ignite.
ignite,839,Phantasmagoria,2022,"Horror, History, Thriller",,,,tt22775832,Ignite! | that could ignite the flames of rebellion
ignite,839,Survivor,2022,Reality,Snap Some Necks and Cash Some Checks,43,13,tt23217900,Ignite.
ignite,839,Spartacus,2013,"Action, Adventure, Biography",Victory,3,10,tt2553414,Ignite!
ignite,839,Is It Wrong to Try to Pick Up Girls in a Dungeon?,2023,"Animation, Comedy, Sci-Fi & Fantasy, Action & Adventure",White Palace | White Labyrinth,4,17,tt26677278,Ignite!
ignite,839,Budda. Kid '98,2024,Documentary,,,,tt31867917,Ignite.
swirl,515,Pop Team Epic,2022,"Animation, Comedy",Rising Hell ~The Hellshake Arrow~,2,7,tt23629844,"Swirl, swirl, swirl, swirl... | Swirl, swirl, swirl, swirl... | Swirl, swirl, swirl, swirl... | Swirl, swirl, swirl, swirl... | Swirl, swirl, swirl, swirl..."
swirl,515,Grey's Anatomy,2006,"Drama, Romance","Oh, the Guilt",3,5,tt0852787,"Swirl? Swirl? | Swirl. Swirl. | Okay, now, Dr. Grey, can you kind of slowly swirl Mrs. Kellman"
swirl,515,The Intruder,2019,Thriller,,,,tt6722030,- Swirl? - Swirl. | The swirl. | - Swirl! - It's vanilla and chocolate together.
swirl,515,Man v. Food,,Reality-TV,"Phoenix, AZ",7,11,tt8594564,"-Swirl. -...swirl. | ...fudge swirl and chocolate-chocolate ice cream.Oh, I love it."
swirl,515,Shi,2011,Drama,,,,tt1287878,"Swirl it, swirl | I swirl pretty well, don't I?."
swirl,515,Orange Is the New Black,2013,"Comedy, Crime, Drama",Tall Men with Feelings,1,11,tt2739642,"♪ Swirl, swirl | ♪ Swirl, swirl ♪ | You know, I don't actually think it's a swirl if it's the same flavor."
swirl,515,Bob's Burgers,2012,"Animation, Comedy",Synchronized Swimming,2,3,tt2303131,Swirl it. Swirl it. | - Swirl it. - No! | Swirl it. Is it nonfat? | Swirl it. The bowl is hot. | - Swirl it. - This is not low fat!
swirl,515,Seinfeld,1995,Comedy,The Diplomat's Club,6,22,tt0697685,"Swirl. | I use the swirl. | I like the swirl. | A counter-clockwise swirl. | I'm comfortable with the swirl. | Is it a clockwise swirl? | Did you close with the swirl? | Yes, you close with the swirl. | You're supposed to close with the swirl? | I feel the swirl is a great capper. | He uses a pinch at the end instead of the swirl."
swirl,515,Rent-a-Girlfriend,2022,"Animation, Comedy",The Return of the Girlfriend,1,15,tt21292544,swirl | swirl | swirl | swirl | swirl | swirl | Swirl | Swirl | Swirl | Swirl | Swirl | Swirl | Swirl
swirl,515,Rent-a-Girlfriend,2022,"Animation, Comedy",Night and Girlfriend,1,16,tt21349642,Swirl | Swirl | Swirl | Swirl | Swirl | Swirl | Swirl
swirl,515,Adventure Time,2012,"Animation, Action, Adventure",Beyond This Earthly Realm,4,11,tt2311108,[Swirl!]
getaway,2208,Scavenger Hunt,1979,Comedy,,,,tt0079858,Getaway?
getaway,2208,A Fish Called Wanda,1988,"Comedy, Crime",,,,tt0095159,Getaway?
getaway,2208,The Eavesdropper,2004,"Drama, Thriller, Science Fiction",,,,tt0345777,Getaway! | - It's gonna be all right. let me help - Getaway... Getaway
getaway,2208,Creatures from the Pink Lagoon,2006,"Horror, Comedy",,,,tt0436200,GETAWAY!!
getaway,2208,Cold Case,2006,"Crime, Drama, Mystery",Lonely Hearts,4,9,tt0882196,          � Getaway �           
getaway,2208,House,2007,"Drama, Mystery, Comedy",Insensitive,3,14,tt0917153,"Getaway. | Getaway. | {\pos(192,220)}It's Valentine's Day. I've planned a surprise getaway."
getaway,2208,Killer Book Club,2023,"Horror, Thriller",,,,tt18260564,GETAWAY
getaway,2208,The Good Cop,2018,"Comedy, Crime, Drama",Will the Good Cop Bowl 300?,1,4,tt7211164,getaway.
getaway,2208,Soundtrack to War,2005,Documentary,,,,tt0470161,"- Number 13, Getaway Car. - Getaway Car. | deathliest getaway car on the planet, you wouldn't"
getaway,2208,Toofaan,2021,"Action, Drama, Sport",,,,tt11045422,-Make your getaway.  -Make your getaway.
getaway,2208,You and Me,1938,"Crime, Film-Noir, Romance",,,,tt0030996,"Getaway car... | Buying a getaway car. | The getaway car, how much? | The getaway tickets, we'll up them together. | Sure you do. I always had the brass and all you had was a quick getaway."
with,134727,"What's Up, Tiger Lily?",1966,"Adventure, Comedy, Crime",,,,tt0061177,"with... with... with... | Beware of the man with... | What's the matter with them? | It's rough with a new country. | Well, I'll go along with that... | Alright, let's start with the girl. | Actually, it was done with ""Gone with the Wind"", and not many people know that. | I'm sitting here chatting with Woody Allen | We can't possibly sneak onboard with sailors... | Come on! Let's get on with it. | What exactly did you do with that film? | But first, here's Len Maxwell with the weather. | ...and close it with one quick zip, like this. | ...which will then be filled with fat Lithuanian midgets. | ...then my gun will be magically filled with bullets. | ...the director always has to walk through with his wife. | So you see, you'd better not mess around with me... | Except girl. She's dead. I killed her with pretty smoke. | I'll just give it a little tap with the hammer... | Hang on. I'm gonna shoot four men with three bullets. | And I wrote a comedy... I got together with some actors... | You must be very quick on the draw, with a gun. | Well, we can take her with us if you want to... | Yes, I took your picture with a camera hidden in that case... | - You wanna come with me, Teri? - You're gonna have to hang on. | Here's Phil! Bringing with him the constant promise of joy and fulfilment... | Don't excite yourself. I never sleep with a man who owns a dress. | ...but you wouldn't really know what to do with a girl, would you? | Don't make a move, my darling. I'll be right back with the dynamite. | She'll get in touch with us as soon as she can find the safe. | That's a very special camera. It takes pictures of you with all your clothes on... | I saw you took our picture with that. You had a hidden camera, I saw it. | How was I, boss? Had a little trouble with the M:s and P:s, but otherwise great, eh?"
with,134727,Thirty Two Short Films About Glenn Gould,1993,"Biography, Drama, Music",,,,tt0108328,"with-- with-with... | that they leave one with. | You know he was consumed with-- | anything that has to do with... | l don't hold with this notion... | with which we must all reckon... | with 3000 other people in uncomfortable chairs... | He was very much involved with himself. | in having been with the primitive people. | seeks moth or moths with similar equalities... | Do not take in conjunction with barbiturates. | lnteraction with phenylbutazone may cause stomach irritation. | that l wanted to cover with you. | with media in general indeed represents the future. | l sleep with the radio on in fact. | Avoid using this medication in conjunction with antidepressants. | but l've yet to come up with an answer. | with what he was doing and his own things. | Seems like she had a fight with her boyfriend. | of anyone being in close touch with the North... | to soothe the anxiety often associated with gastrointestinal disorders. | in which l saw myself covered with red spots. | unconcerned with or better still unaware of the marketplace's demands... | Damn lmlach. We would have been better off with Clancy. | that for every hour you spend with other human beings... | - Eleven and three quarters. - Mr. Mackie lunched with the minister. | pentobarbital acts by interfering with nerve impulses to the brain. | Remember he was obsessed with numerology numbers and so forth. | and he was obsessed with this feeling that he wondered-- | performed with the unmistakable genius of the young Glenn Gould. | l remember l used to play a game with my mother... | l simply have a facility with a certain kind of minutia. | But it's been far more instructive to talk with Leopold Stokowski... | Now you've been quoted as saying that your involvement with recording-- | the privilege that is rightfully yours of communicating with an audience. | They broke up. Then she had a fight with her parents... | l remember l was up in the cockpit with the pilot... | l'd like to deal with this as sensibly as l can. | Why when you seem obsessed with this idea of musical perfection... | and every minute l can spend with her is pure heaven. | You lost l lost everybody lost. Take it up with OPEC. | Avoid using in conjunction with drugs that have a stimulant effect. | First l'm not at all happy with words like ""public"" and ""artist""... | the guy with the short you know-- he's gonna pick you up. | and l discussed it with him and l said ""You know Glenn... | ln fact all of those programs deal to some degree with solitude. | You know l am deeply in love with a certain beautiful girl. | l'm sticking with the big one. Oil that is black gold Texas tea. | l had a small word with Sheik Yamani's bodyguard at the airport and-- | on whether you have a piano with noisy works or a chair that squeaks? | The Pormack brothers are in tight with the Saudis. They've mopped up all week. | l did wanna show you a schedule for tomorrow. No don't bother with it now. | Well yes l have on occasion but only to put them at ease with the mike."
with,134727,Three's Company,1983,Comedy,Alias Jack Tripper,8,5,tt0722866,"with... with... with... | Get away with what? | glazed chicken with truffles | The glazed chicken with truffles... | With cream and sugar, please. | Please? Me, go out with Agnes? | and having dinner with him tonight. | With a ""Z"". He's my maitre d'. | You can go out to lunch with Agnes. | I never told her about my date with Sharon. | So let's get on with our lives, shall we? | You thought you'd get away with it, didn't you? | How did your date with Sharon go, old buddy? | I'm just getting ready for my lunch date with Sharon. | You don't have to go out to lunch with Sharon. | Jack, please. We want to hear about your date with Agnes. | You know, Janet, if Jack wants to be alone with Agnes, | I go and fix you up with a really wonderful guy | It takes me two weeks to get a date with Sharon Gordon, | It took 19 phone calls, but she finally agreed to go out with me."
with,134727,Last Tango in Halifax,2013,Drama,Episode #1.5,1,5,tt2308960,"..with, er, with...with... | With some... | What's wrong with that? | Are you suited with it? | Anyway, he's married, with children. | What's it to do with? | I'm having trouble with the reception. | Yes, he's here, he's with us. | Loads. Has something happened with Caroline? | They'll be fine with that, won't they? | I'm really cool with it. Well done. | with Paul. I'll find him a duvet. | Beverley'll be in any minute with the tea. | he'd smashed his head open with t'log splitter. | If she's getting into bed with another woman. | To get hot and steamy with another woman. | She's fine. It's nothing to do with that. | That's wicked, coming out with something like that. | So, you know, I'm right there with you. | Let me deal with that side of things. OK. | Go on, go and have dinner with them. No! | cos she's been having it off with another woman! | About when Raff got annoyed with you. I'm just... | Do you seriously think I haven't slept with other people? | Could you get Alan to pop into Halifax with you? | They haven't got anything to do anything with, have they? | Problem? She's invited me for dinner with her and her... | her mother's driving over with me dad in the dark. | with some knickers and a...and a nightie, and me toothbrush? | Can you tell my dad... Are Harry and Maurice with you? | Whatever it is she's doing with this other woman, she's not... | I expect she'll talk it through with you when she's ready. | What's up with Caroline being a bit of a dyke anyway. | Mum! I'm in a meeting. Who are you in a meeting with? | Actually, if I'm with someone else and you're going to sleep around... | If I love and trust someone enough to have sex with them | I'm 15. I'll stay here with you until your mum gets back. | You're not going to fall out with her though, are you? Dad? | What are you doing with that dipstick? We make an all right team, | He goes out for a bit of lunch every Tuesday with his pals. | If I don't get you anything, you'll say I'm being off with you. | I rearranged your meeting with the chairman of the board of governors at two. | Well, you should have thought about that before you started mucking about with him. | cos she was embarrassed cos me dad and Harry and Maurice were there with her | I finished with Judith. I don't want to see her again as long as I live. | You must have known I was never really going to get back into bed with you. | You know I told you I used to think about you, when I was with Kenneth? | Are you all right with this joker, or do you want me to deposit him somewhere? | My mother rang, about an hour ago. They were in a pub with some friends of Alan's. | You want me to ring up, see if he's around this aff so you can have a go with it?"
with,134727,Somewhere Between,2017,"Drama, Sci-Fi, Thriller",Into the Fire,1,5,tt6561250,"with... with... with Freddie, | She's with Tom. | You good with that? | Stop with the negativity. | Who's blackmailing you with this? | He's in with the cops. | You're joking, right? She's with Mara. | and I'll take you with me. | The one she was strangled with. | You're not going anywhere with him. | and he's jamming out like crazy with... | What's the big difference with this one? | I'm leaving. I'm taking Serena with me. | <i>I want to ggo with Ruby.</i> | Whatever hit him, he's gonna deal with it, | I wanted some playtime with my little munchkin. | Maybe you can play with her another time. | in the hallway with all of the chairs. | Maybe it doesn't have anything to do with anything. | because he was going to break up with her. | - Okay. - He was going to break up with her | Did you have sex with him in my bed? | Did you have sex with him in my bed?! | have to do with each other, we win, right? | Are we, like, done with this whole paying client thing? | Maybe he was getting close to something, with the cops, | I was hoping to hang out with the whole family. | when you were in the hospital with the shoulder thing. | Thorns on a vine, with a snake running through it. | I'm here on official business, and they're with me, okay? | You know, if this has something to do with the cop | I don't know. I think she went out with Auntie Mara. | By the same man who's blackmailing you with pictures of Mara."
with,134727,Indian War Council,1894,N/A,,,,tt0000201,With with. | With me. | Working with money. | Working with money. | Deadly fighting with .. | With that water witch. | Sow with great Luc Sinhs. | You bring me with him. | It is the air with me. | Committing crimes with the country devil. | Who is one family with you. | I see it with my own eyes .. | You who dare to engage with him. | How do we live with your mother in the future?
with,134727,Fortress,1985,"Action, Adventure, Thriller",,,,tt0091069,"with, with... | with your statement. | with infrared and lasers. | To tickle them with. | with roast pumpkin and carrots. | Narelle, help me with Tommy. | Don't waste time with that. | we will continue with our work. | With nine kids, they won't stall. | How many did we start with? | we don't go through with it. | We have to go with these men. | What are we gonna do with them? | Have you ever killed anyone with it? | ""Grendel's talon, huge, with claws like iron, | that don't tie in with your statement. | Put her in the van with the others. | How about a big dinner with baked potatoes? | Bet you could rob a bank with that. | Sid, thought you'd have gone with the others. | A dinner's the part with the meat and stuff. | Well, what are you gonna do with us now? | He fancies the young one with the big tits! | - All right? - What are they gonna do with us, miss? | With that much straw, the flames would reach the roof. | That's what he'll look like when we're finished with him! | It's a kind of pizza with black olives and chopped meat. | - Derek keeps stabbing me with his ruler. - Liar! I do not. | We're gonna have to take the old buggers with us, Jim. | - Can I use the sticky tape? - Yes. Be careful with the scissors. | Good. We'll make it into a lamp as I've done with the other one."
with,134727,Withnail & I,1987,"Comedy, Drama",,,,tt0094336,"With. With. | Here. Get it with the pliers. | Don't look. I'm dealing with it. | Don't get uptight with me, man. | All right, I'll deal with this. | - Hey! - What's the matter with him? | and have a word with him. | I mean, with no proper facilities. | you're presented with a difficult decision... | but it's nothing to do with me. | Probably wintering with his mother in Guildford. | What are you gonna do with those? | Starts comin' on really bald with me. | ""This majestical roof fretted with golden fire. | Imagine getting into a fight with the fucker. | Your relative with the house in the country. | <i>The only people he converses with...</i> | For reasons I can't really discuss with you... | Could I have a word with you, Monty? | I'll deal with the water and other plumbing. | Cake. What's it got to do with you? | - He doesn't want to sleep with you. - Right. | Go with it. It's society's crime, not ours. | Do you realize this gaff's overwhelmed with rodents? | with its earlobes and cannonball is not considered sane. | I had to scrub them with essence of petunia. | <i>I could hardly piss straight with fear.</i> | But he's up there with a leg in polythene. | We'll have to try and make friends with him. | with the perfumes of nature sighing on our skin. | I'm so uptight with him, I can't stop myself. | <i>stained with the butter drips from crumpets.</i> | to avoid the realities of your relationship with him. | Dealt with 'em. What the fuck do you mean? | All right. I'll walk with you through the park. | ""And indeed it goes so heavily with my disposition... | Sit down, for Christ's sake. What's the matter with you? | That's what you'd say. But that wouldn't wash with Jeff. | <i>Then they must be delighted with your career.</i> | - What are we supposed to do with that? - Eat it. | So we can eat it. We're fed up with stew! | Now a bloody madman on the prowl outside with eels. | he's got a better chance of dealing with the other. | What's the matter with you? What are you laughing at? | - I'll have to come with you. - Will you get out? | and get you fitted with some good quality rubber boots. | <i>in a punt with a chap called Norman...</i> | Hold on. Don't let your imagination run away with you. | I never have wanted it... not with him in it! | It's impossible to make a Camberwell Carrot with anything less. | He's got our checks. What are you doing with these? | <i>- What do you mean? - I've dealt with 'em.</i> | <i>- with this really rather far-out looking hat... - Wig.</i> | You fill this with piss, take this pipe down the trouser... | It can stand with its legs on either side of that. | Wants to get down there and have sex with those cows. | <i>Its landlord was a retired alcoholic with military pretensions...</i> | I was gonna have to have a word with you anyway. | That's what I thought. Except for personal use, I concur with you. | It's obsessed with its gut. It's like a bloody rugby ball now. | <i>- Are you the farmer? - Shut up! I'll deal with this!</i> | - Don't threaten me with a dead fish. - Half dead, he may be. | It won't be the first time I've been left with the couch. | - I see you're wearing a suit. - What's it got to do with you? | Listen, Monty. Could I just have a quick word with you? In private? | - Last time I saw him he was with his son. - Yeah, that's him. | It's a bloody chicken! Just think of it with bacon across its back. | What on earth will people think of me turning up with you two? | I've come in here with the express intention of wishing one on you. | It's trying to get itself in with you. It's trying for even more advantage. | <i>And I'm sitting in this bloody shack, and I can't cope with Withnail.</i> | But I'll come up after you, and I'll wake you up with a live one. | A poacher. We got into a tiff, and he threatened me with a dead fish. | - All right. - I want the room with the lock. Agree to that, or I'm off. | He doesn't want anybody to know. We're both in it. We're obsessed with each other. | I told him there's no question of payin' rent on a property cut with rodents. | I think you should strangle it instantly, in case it starts to make friends with us. | <i>A man with three-quarters of an inch of brain had taken a dislike to me.</i> | When I was a lad, I'd rocket off on my tandem with Wrigglesworth, and we'd just ride and ride."
with,134727,Dances with Wolves,1990,"Adventure, Drama, Western",,,,tt0099348,"- With. - With? | - With. - Stands with? | Dances With... | With who? | ...you are making with Dances With Wolves. | Dances With Wolves. | Dances With Wolves. | Stands With... Wait! | Dances With Wolves. | Stands With A Fist. | Stands With A Fist? | Stands With A Fist. | Stands With A Fist. | Were charged with apprehending... | Who is Dances With Wolves? | How is Dances With Wolves? | To Stands With A Fist. | I am Dances With Wolves. | My place is with you. | No, let him sit with me. | With no regard for Sioux rights. | ...with her face in my face... | Dances With Wolves is not coming. | - What conduct? - With all due respect... | Especially my daily reconnaissance rides with Cisco. | Or a white chief with special abilities. | I am in agreement with Kicking Bird. | You are happy here, with my family? | He thanks Dances With Wolves for coming. | Why is there no man with her? | Dances With Wolves, are you in there? | ...to cooperate with the United States Army. | Dances With Wolves is quiet these days. | With God as my judge, youll keep it. | I am pleased with my efforts thus far. | Have made first contact with a wild Indian. | That is why we should talk with him. | Theres been an exciting breakthrough with the Indians. | Their efficiency and speed with which they moved... | ...when I came to be with the people. | How long will Stands With A Fist mourn? | I would like you to ride with me. | It seems every day ends with a miracle here. | And then I stood over her with my fist... | I want to know about Stands With A Fist. | Were charged with apprehending hostiles and recovering stolen property... | ...we could just settle this whole business with a little... | Bring up my ambulance, and bring my surgeon with it! | I am greeted with open smiles and looks of appreciation. | Dances With Wolves door is closed a lot these days. | I must go and talk with those who would listen. | Now there is only a Sioux named Dances With Wolves. | With Ten Bears, it was always more than a while. | Keep on with the white man talk if it pleases you. | I think this is a person with which treaties might be struck. | ...and yet I look forward to another visit with my new neighbors. | ...that my negotiations with the wild people of the plains will bear fruit. | We talk every day, but I know Kicking Bird is frustrated with me. | He's going there this very afternoon. You can ride with him if you like. | I am sure that Stands With A Fist knows that I am holding back... | It is autumn now and I am spending more time than ever with my friends. | She is white, and though I cannot be sure how she came to be with these people..."
